Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Label
192.168.10.19,39883,5.79.102.233,443,6,07/07/2017 04:42,65370814,16,16,774,6840,116.4739971,0.489515092,0,0,0,0,520,520,0.244757546,0.244757546,0,1681,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,61192,192.168.10.50,80,6,07/07/2017 04:03,8093110,9,6,62,11601,1441.10237,1.85342841,0,0,0,0,192,132,1.112057046,0.741371364,0,5840,0,0,0,0,1,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,64019,6,07/07/2017 04:04,82704438,7,10,11607,68,141.1653387,0.205551243,0,0,0,0,152,212,0.084638747,0.120912496,0,4380,0,0,0,0,1,1,0,0,BENIGN
192.168.10.15,59962,5.9.92.53,443,6,07/07/2017 04:29,58589,2,0,12,0,204.8166038,34.13610063,0,0,0,0,40,0,34.13610063,0.0,6,6,0,0,0,0,1,0,0,0,BENIGN
192.168.10.14,58519,178.248.238.8,443,6,07/07/2017 04:22,75827116,17,14,1676,4591,82.64853433,0.408824727,0,0,0,0,352,284,0.224194205,0.184630522,0,1588,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,49777,192.168.10.50,80,6,07/07/2017 04:15,577683,3,5,26,11607,20137.34176,13.84842552,0,0,0,0,72,112,5.19315957,8.65526595,0,7215,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,49412,192.168.10.50,80,6,07/07/2017 04:06,2506423,4,0,24,0,9.575398885,1.595899814,0,0,0,0,80,0,1.595899814,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,59722,6,07/07/2017 04:11,328713,6,2,11607,26,35389.53434,24.33733987,0,0,0,0,144,40,18.2530049,6.084334967,0,10135,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,29869,192.168.10.50,80,6,07/07/2017 04:07,24033,5,0,30,0,1248.28361,208.0472683,0,0,0,0,100,0,208.0472683,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,50548,6,07/07/2017 04:05,474321,6,2,11607,26,24525.58499,16.86621507,0,0,0,0,144,40,12.64966131,4.216553768,0,10220,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,27374,192.168.10.50,80,6,07/07/2017 04:05,157170,3,5,26,11607,74015.39734,50.90029904,0,0,0,0,72,112,19.08761214,31.8126869,0,10135,0,0,0,1,0,0,0,0,DDoS
192.168.10.12,49289,192.168.10.3,53,17,07/07/2017 04:11,222,2,2,64,96,720720.7207,18018.01802,0,0,0,0,40,80,9009.009009,9009.009009,32,48,0,0,0,0,0,0,0,0,BENIGN
192.168.10.50,80,172.16.0.1,60078,6,07/07/2017 04:11,96784568,7,9,11607,62,120.5667416,0.165315611,0,0,0,0,152,192,0.07232558,0.092990031,0,4380,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,27209,192.168.10.50,80,6,07/07/2017 04:05,2261971,4,0,24,0,10.6102156,1.768369267,0,0,0,0,80,0,1.768369267,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.5,56722,172.217.11.14,443,6,07/07/2017 04:41,40071,3,1,12,0,299.4684435,99.8228145,0,0,0,0,72,32,74.86711088,24.95570363,0,6,0,0,0,1,0,0,0,0,BENIGN
192.168.10.50,80,172.16.0.1,62453,6,07/07/2017 04:12,100089533,6,9,11613,62,116.6455637,0.149865821,0,0,0,0,132,192,0.059946328,0.089919492,0,5840,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,51270,192.168.10.50,80,6,07/07/2017 04:06,96141,3,5,26,11607,120999.3655,83.21111701,0,0,0,0,72,112,31.20416888,52.00694813,0,8675,0,0,0,1,0,0,0,0,DDoS
192.168.10.8,10003,184.169.150.63,443,6,07/07/2017 04:35,61070286,14,14,1450,4777,101.9644807,0.45848811,0,0,0,0,292,284,0.229244055,0.229244055,0,1646,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,58550,192.168.10.50,80,6,07/07/2017 04:00,78817476,8,5,56,11601,147.8986716,0.16493804,0,0,0,0,172,112,0.101500332,0.063437708,0,5840,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,34875,192.168.10.50,80,6,07/07/2017 04:11,8051682,5,0,30,0,3.725929564,0.620988261,0,0,0,0,100,0,0.620988261,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,59567,6,07/07/2017 04:11,97575764,6,9,11613,62,119.6506132,0.153726698,0,0,0,0,132,192,0.061490679,0.092236019,0,7215,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,55538,192.168.10.50,80,6,07/07/2017 03:59,72821312,8,6,56,11601,160.0767643,0.192251411,0,0,0,0,172,132,0.109857949,0.082393462,0,4380,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,65073,192.168.10.50,80,6,07/07/2017 04:04,1583767,3,6,26,11607,7345.146098,5.682654077,0,0,0,0,72,132,1.894218026,3.788436052,0,4380,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,33774,192.168.10.50,80,6,07/07/2017 04:10,1594970,3,4,26,11607,7293.554111,4.388797281,0,0,0,0,72,92,1.880913121,2.507884161,0,11595,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,52835,192.168.10.50,80,6,07/07/2017 04:07,992196,3,4,26,11601,11718.45079,7.05505767,0,0,0,0,72,92,3.023596144,4.031461526,0,8760,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,49910,192.168.10.50,80,6,07/07/2017 04:06,9044426,4,0,24,0,2.653568065,0.442261344,0,0,0,0,80,0,0.442261344,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.3,61002,192.168.10.1,53,17,07/07/2017 03:30,128956,1,1,46,216,2031.700735,15.50916592,0,0,0,0,32,20,7.754582959,7.754582959,46,216,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3,62491,192.168.10.1,53,17,07/07/2017 04:40,30520,1,1,44,60,3407.601573,65.53079948,0,0,0,0,20,20,32.76539974,32.76539974,44,60,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,61578,192.168.10.50,80,6,07/07/2017 04:12,97881433,8,6,56,11607,119.1543651,0.14303019,0,0,0,0,172,132,0.081731537,0.061298653,0,5840,0,0,0,0,1,0,0,0,DDoS
192.168.10.25,63598,192.168.10.3,53,17,07/07/2017 03:36,247,2,2,88,150,963562.753,16194.33198,0,0,0,0,64,64,8097.165992,8097.165992,44,75,0,0,0,0,0,0,0,0,BENIGN
192.168.10.50,80,172.16.0.1,54327,6,07/07/2017 04:09,85311,1,5,1375,24,16398.82313,70.33090692,1,0,0,0,20,112,11.72181782,58.6090891,0,1375,0,1,0,0,1,1,0,0,BENIGN
172.16.0.1,63688,192.168.10.50,80,6,07/07/2017 04:03,1606595,3,5,26,11607,7240.779412,4.979475226,0,0,0,0,72,112,1.86730321,3.112172016,0,8760,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,20178,192.168.10.50,80,6,07/07/2017 04:00,8079828,4,0,24,0,2.97036026,0.495060043,0,0,0,0,80,0,0.495060043,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,39879,192.168.10.50,80,6,07/07/2017 04:14,162532,3,6,26,11607,71573.59781,55.37371102,0,0,0,0,72,132,18.45790367,36.91580735,0,4380,0,0,0,1,0,0,0,0,DDoS
192.168.10.19,36922,85.114.159.93,80,6,07/07/2017 03:34,369764,3,4,487,430,2479.960191,18.93099382,0,0,0,0,80,84,8.113283067,10.81771076,0,481,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,61121,192.168.10.50,80,6,07/07/2017 04:03,3917896,4,0,24,0,6.125736875,1.020956146,0,0,0,0,80,0,1.020956146,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,24724,192.168.10.50,80,6,07/07/2017 04:03,9756893,4,0,24,0,2.459799446,0.409966574,0,0,0,0,80,0,0.409966574,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.19,13502,192.168.10.3,53,17,07/07/2017 04:55,25023,2,2,62,104,6633.896815,159.8529353,0,0,0,0,40,64,79.92646765,79.92646765,31,52,0,0,0,0,0,0,0,0,BENIGN
192.168.10.50,80,172.16.0.1,53714,6,07/07/2017 04:09,978998,1,5,6,30,36.77229167,6.128715278,0,0,0,0,20,100,1.021452546,5.107262732,6,6,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,29809,192.168.10.50,80,6,07/07/2017 04:07,5073869,5,0,30,0,5.912647725,0.985441288,0,0,0,0,100,0,0.985441288,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
54.231.82.52,443,192.168.10.15,61100,6,07/07/2017 04:53,4,2,0,37,0,9250000.0,500000.0,1,0,0,0,40,0,500000.0,0.0,6,31,0,1,0,0,1,0,0,0,BENIGN
172.16.0.1,57780,192.168.10.50,80,6,07/07/2017 04:10,1221409,3,5,26,11607,9524.246178,6.549812553,0,0,0,0,72,112,2.456179707,4.093632845,0,7215,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,59881,192.168.10.50,80,6,07/07/2017 04:13,4521976,4,0,24,0,5.307414281,0.884569047,0,0,0,0,80,0,0.884569047,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,27164,192.168.10.50,80,6,07/07/2017 04:05,1794920,3,5,26,11601,6477.726027,4.457023154,0,0,0,0,72,112,1.671383683,2.785639471,0,5840,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,33344,192.168.10.50,80,6,07/07/2017 04:10,1204696,3,7,26,11607,9656.378041,8.300849343,0,0,0,0,72,152,2.490254803,5.81059454,0,4380,0,0,0,1,0,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,63178,6,07/07/2017 04:04,10035950,1,5,6,30,3.58710436,0.597850727,0,0,0,0,20,100,0.099641788,0.498208939,6,6,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,42668,192.168.10.50,80,6,07/07/2017 04:15,33427,3,5,26,11601,347832.5904,239.3274898,0,0,0,0,72,112,89.74780866,149.5796811,0,7300,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,39008,192.168.10.50,80,6,07/07/2017 04:13,6641781,4,0,24,0,3.613488611,0.602248102,0,0,0,0,80,0,0.602248102,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,41260,192.168.10.50,80,6,07/07/2017 04:14,32545,3,4,26,11607,357443.5397,215.0868029,0,0,0,0,72,92,92.18005838,122.9067445,0,11595,0,0,0,1,0,0,0,0,DDoS
192.168.10.15,49693,192.168.10.3,53,17,07/07/2017 03:56,177,2,2,78,110,1062146.893,22598.87006,0,0,0,0,40,40,11299.43503,11299.43503,39,55,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,30150,192.168.10.50,80,6,07/07/2017 04:08,25551,3,6,26,11601,455050.6829,352.2367031,0,0,0,0,72,132,117.4122344,234.8244687,0,4380,0,0,0,1,0,0,0,0,DDoS
192.168.10.3,60164,192.168.10.1,53,17,07/07/2017 04:35,50784,1,1,57,96,3012.759924,39.38248267,0,0,0,0,32,20,19.69124134,19.69124134,57,96,0,0,0,0,0,0,0,0,BENIGN
192.168.10.50,80,172.16.0.1,56330,6,07/07/2017 03:59,73848987,6,9,11613,62,158.092893,0.203117207,0,0,0,0,132,192,0.081246883,0.121870324,0,10135,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,64972,192.168.10.50,80,6,07/07/2017 04:14,1220234,3,5,26,11607,9533.417361,6.556119564,0,0,0,0,72,112,2.458544836,4.097574727,0,10135,0,0,0,1,0,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,61582,6,07/07/2017 04:03,10057497,1,5,1375,24,139.1002155,0.596569902,1,0,0,0,20,112,0.099428317,0.497141585,0,1375,0,1,0,0,1,1,0,0,BENIGN
23.194.100.94,443,192.168.10.5,55575,6,07/07/2017 03:39,64,3,1,43,6,765625.0,62500.0,0,0,0,0,60,20,46875.0,15625.0,6,31,0,0,0,0,1,0,0,0,BENIGN
172.16.0.1,51758,192.168.10.50,80,6,07/07/2017 03:56,72156331,9,5,62,11607,161.7183113,0.194023169,0,0,0,0,192,112,0.12472918,0.069293989,0,7215,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,60121,192.168.10.50,80,6,07/07/2017 04:11,1454549,3,5,26,11607,7997.668006,5.499986594,0,0,0,0,72,112,2.062494973,3.437491621,0,7215,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,64573,192.168.10.50,80,6,07/07/2017 04:14,102064172,8,5,56,11601,114.2124584,0.127370847,0,0,0,0,172,112,0.078382059,0.048988787,0,5840,0,0,0,0,1,0,0,0,DDoS
192.168.10.17,38214,185.13.88.201,443,6,07/07/2017 03:35,183,2,0,12,0,65573.77049,10928.96175,0,0,0,0,40,0,10928.96175,0.0,6,6,0,0,0,0,1,0,0,0,BENIGN
192.168.10.3,61564,192.168.10.1,53,17,07/07/2017 03:57,46983,1,1,49,147,4171.721687,42.56858864,0,0,0,0,32,20,21.28429432,21.28429432,49,147,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,64556,192.168.10.50,80,6,07/07/2017 04:05,7731785,4,0,24,0,3.104069759,0.51734496,0,0,0,0,80,0,0.51734496,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.3,60526,192.168.10.1,53,17,07/07/2017 04:45,92372,1,1,46,191,2565.712554,21.65158273,0,0,0,0,32,32,10.82579137,10.82579137,46,191,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,59113,192.168.10.50,80,6,07/07/2017 04:01,237673,3,6,26,11607,48945.39977,37.86715361,0,0,0,0,72,132,12.62238454,25.24476907,0,5840,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,56418,192.168.10.50,80,6,07/07/2017 03:59,73573270,8,4,56,11607,158.5222459,0.163102714,0,0,0,0,172,92,0.108735143,0.054367571,0,11595,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,50772,192.168.10.50,80,6,07/07/2017 03:57,11212700,4,0,24,0,2.140430048,0.356738341,0,0,0,0,80,0,0.356738341,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,20657,192.168.10.50,80,6,07/07/2017 04:01,648977,4,0,24,0,36.98127977,6.163546628,0,0,0,0,80,0,6.163546628,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,25846,192.168.10.50,80,6,07/07/2017 04:04,7501792,4,0,24,0,3.199235596,0.533205933,0,0,0,0,80,0,0.533205933,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,17614,6,07/07/2017 03:59,22719742,1,6,6,36,1.848612541,0.30810209,0,0,0,0,20,120,0.044014584,0.264087506,6,6,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,23893,192.168.10.50,80,6,07/07/2017 04:03,1100754,3,4,26,11607,10568.21052,6.359277368,0,0,0,0,72,92,2.725404586,3.633872782,0,11595,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,62377,192.168.10.50,80,6,07/07/2017 04:12,100137011,9,5,62,11607,116.5303406,0.139808447,0,0,0,0,192,112,0.089876859,0.049931588,0,7215,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,56032,192.168.10.50,80,6,07/07/2017 04:09,92231475,8,5,56,11607,126.4535778,0.140949714,0,0,0,0,172,112,0.086738285,0.054211428,0,10135,0,0,0,0,1,0,0,0,DDoS
192.168.10.15,58479,172.217.10.238,443,6,07/07/2017 03:54,4646582,5,1,135,46,38.953364,1.291271735,1,0,0,0,100,20,1.076059779,0.215211956,6,46,0,1,0,0,1,0,0,0,BENIGN
172.16.0.1,63453,192.168.10.50,80,6,07/07/2017 04:05,11966658,4,0,24,0,2.005572483,0.334262081,0,0,0,0,80,0,0.334262081,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,50460,192.168.10.50,80,6,07/07/2017 04:15,6062809,6,0,36,0,5.937841684,0.989640281,0,0,0,0,120,0,0.989640281,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,50856,192.168.10.50,80,6,07/07/2017 03:57,27101,3,5,26,11601,429024.7592,295.1920593,0,0,0,0,72,112,110.6970223,184.4950371,0,7300,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,57042,192.168.10.50,80,6,07/07/2017 03:59,1442050,3,5,26,11607,8066.987969,5.547657848,0,0,0,0,72,112,2.080371693,3.467286155,0,8760,0,0,0,1,0,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,54197,6,07/07/2017 03:59,5841531,1,6,6,36,7.189895937,1.198315989,0,0,0,0,20,120,0.171187998,1.027127991,6,6,0,0,0,0,1,1,0,0,BENIGN
192.168.10.50,80,172.16.0.1,61590,6,07/07/2017 04:02,80360496,5,10,11607,68,145.2828265,0.186658878,0,0,0,0,112,212,0.062219626,0.124439252,0,7215,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,52344,192.168.10.50,80,6,07/07/2017 04:08,9827730,2,0,12,0,1.221034766,0.203505794,0,0,0,0,40,0,0.203505794,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,63734,6,07/07/2017 04:05,12135913,1,5,6,30,2.966402281,0.49440038,0,0,0,0,20,100,0.082400063,0.412000317,6,6,0,0,0,0,1,1,0,0,BENIGN
172.217.10.2,443,192.168.10.12,52170,6,07/07/2017 04:03,3,2,0,0,0,0.0,666666.6667,0,0,0,0,64,0,666666.6667,0.0,0,0,0,0,0,0,1,0,0,0,BENIGN
172.16.0.1,51160,192.168.10.50,80,6,07/07/2017 03:57,10277746,4,0,24,0,2.335142355,0.389190393,0,0,0,0,80,0,0.389190393,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,32522,192.168.10.50,80,6,07/07/2017 04:09,704084,3,5,26,11607,16522.17633,11.36228064,0,0,0,0,72,112,4.260855239,7.101425398,0,7215,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,62931,192.168.10.50,80,6,07/07/2017 04:03,81850710,8,6,56,11607,142.4911281,0.17104311,0,0,0,0,172,132,0.09773892,0.07330419,0,5840,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,57592,192.168.10.50,80,6,07/07/2017 04:01,1937973,5,0,30,0,15.48009183,2.580015305,0,0,0,0,100,0,2.580015305,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,49988,192.168.10.50,80,6,07/07/2017 03:56,1612938,5,0,30,0,18.59959899,3.099933165,0,0,0,0,100,0,3.099933165,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,41245,192.168.10.50,80,6,07/07/2017 04:14,72752,3,4,26,11601,159816.9122,96.21728612,0,0,0,0,72,92,41.23597977,54.98130636,0,7215,0,0,0,1,0,0,0,0,DDoS
192.168.10.9,10191,8.247.90.237,80,6,07/07/2017 04:31,8328925,8,12,673,17817,2219.974366,2.401270272,0,0,0,0,172,252,0.960508109,1.440762163,0,2954,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,53739,192.168.10.50,80,6,07/07/2017 03:57,353444,3,5,26,11607,32913.27622,22.63442016,0,0,0,0,72,112,8.487907561,14.1465126,0,8760,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,57554,192.168.10.50,80,6,07/07/2017 04:00,548117,3,5,26,11607,21223.57088,14.59542397,0,0,0,0,72,112,5.473283989,9.122139981,0,7300,0,0,0,1,0,0,0,0,DDoS
23.208.89.217,443,192.168.10.9,8962,6,07/07/2017 03:33,6,2,0,37,0,6166666.667,333333.3333,1,0,0,0,40,0,333333.3333,0.0,6,31,0,1,0,0,1,0,0,0,BENIGN
172.16.0.1,15311,192.168.10.50,80,6,07/07/2017 03:57,319159,3,5,26,11601,36430.1179,25.06587626,0,0,0,0,72,112,9.399703596,15.66617266,0,5840,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,64806,192.168.10.50,80,6,07/07/2017 04:14,102081283,8,6,56,11601,114.193314,0.137145612,0,0,0,0,172,132,0.078368921,0.058776691,0,5840,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,15485,192.168.10.50,80,6,07/07/2017 03:57,253792,3,4,26,11601,45813.1068,27.58164166,0,0,0,0,72,92,11.82070357,15.76093809,0,10135,0,0,0,1,0,0,0,0,DDoS
192.168.10.25,54119,61.251.165.12,80,6,07/07/2017 04:58,1398,3,0,0,0,0.0,2145.922747,0,0,0,0,96,0,2145.922747,0.0,0,0,0,0,0,0,1,0,0,0,BENIGN
172.16.0.1,24821,192.168.10.50,80,6,07/07/2017 04:03,5931852,4,0,24,0,4.045953945,0.674325657,0,0,0,0,80,0,0.674325657,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.3,61015,192.168.10.1,53,17,07/07/2017 03:56,602518,2,2,89,258,575.9164042,6.638805812,0,0,0,0,52,52,3.319402906,3.319402906,40,133,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,27745,192.168.10.50,80,6,07/07/2017 04:06,6476820,5,0,30,0,4.631902693,0.771983782,0,0,0,0,100,0,0.771983782,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.12,27914,192.168.10.3,53,17,07/07/2017 04:05,239,2,2,64,258,1347280.335,16736.40167,0,0,0,0,64,64,8368.200837,8368.200837,32,129,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,62737,192.168.10.50,80,6,07/07/2017 04:14,3798851,4,0,24,0,6.317699747,1.052949958,0,0,0,0,80,0,1.052949958,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,14595,192.168.10.50,80,6,07/07/2017 03:57,43515,3,6,26,11607,267333.1035,206.8252327,0,0,0,0,72,132,68.94174423,137.8834885,0,4380,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,31838,192.168.10.50,80,6,07/07/2017 04:09,1861552,3,5,26,11607,6249.086784,4.297489407,0,0,0,0,72,112,1.611558528,2.685930879,0,7300,0,0,0,1,0,0,0,0,DDoS
192.168.10.5,53213,192.168.10.3,53,17,07/07/2017 03:35,75465,4,2,184,170,4690.916319,79.50705625,0,0,0,0,80,40,53.00470417,26.50235208,46,85,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,65137,192.168.10.50,80,6,07/07/2017 04:06,6545968,5,0,30,0,4.582973824,0.763828971,0,0,0,0,100,0,0.763828971,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,57777,192.168.10.50,80,6,07/07/2017 04:11,8601201,4,0,24,0,2.790308005,0.465051334,0,0,0,0,80,0,0.465051334,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,50383,192.168.10.50,80,6,07/07/2017 04:15,8674739,6,0,36,0,4.149980766,0.691663461,0,0,0,0,120,0,0.691663461,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,39284,192.168.10.50,80,6,07/07/2017 04:13,7352792,5,0,30,0,4.080082777,0.680013796,0,0,0,0,100,0,0.680013796,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.3,61291,192.168.10.1,53,17,07/07/2017 04:29,200679,1,1,50,97,732.513118,9.96616487,0,0,0,0,20,20,4.983082435,4.983082435,50,97,0,0,0,0,0,0,0,0,BENIGN
192.168.10.50,80,172.16.0.1,63013,6,07/07/2017 04:04,3823323,1,5,6,30,9.415892929,1.569315488,0,0,0,0,20,100,0.261552581,1.307762907,6,6,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,60945,192.168.10.50,80,6,07/07/2017 04:03,10107798,5,0,30,0,2.968005494,0.494667582,0,0,0,0,100,0,0.494667582,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,53848,6,07/07/2017 03:58,71061242,5,9,11607,62,164.2104707,0.197013162,0,0,0,0,112,192,0.070361844,0.126651319,0,8760,0,0,0,0,1,1,0,0,BENIGN
192.168.10.12,44720,172.217.3.110,443,6,07/07/2017 03:42,117454562,22,23,2011,5376,62.892406,0.383126881,0,0,0,0,712,744,0.187306475,0.195820406,0,1418,0,0,0,1,0,0,0,0,BENIGN
192.168.10.50,80,172.16.0.1,18678,6,07/07/2017 03:59,1787836,1,5,6,30,20.13607512,3.35601252,0,0,0,0,20,100,0.55933542,2.7966771,6,6,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,55758,192.168.10.50,80,6,07/07/2017 04:08,702870,3,4,26,11607,16550.7135,9.959167414,0,0,0,0,72,92,4.268214606,5.690952808,0,11595,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,49530,192.168.10.50,80,6,07/07/2017 04:06,10864734,5,0,30,0,2.761227288,0.460204548,0,0,0,0,100,0,0.460204548,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,60442,192.168.10.50,80,6,07/07/2017 04:11,97612165,8,4,56,11601,119.4215905,0.122935497,0,0,0,0,172,92,0.081956998,0.040978499,0,5840,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,60628,192.168.10.50,80,6,07/07/2017 04:11,1687159,3,6,26,11607,6895.022935,5.33441128,0,0,0,0,72,132,1.778137093,3.556274186,0,5840,0,0,0,1,0,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,56324,6,07/07/2017 03:59,73856400,6,9,11613,62,158.0770251,0.20309682,0,0,0,0,132,192,0.081238728,0.121858092,0,7215,0,0,0,0,1,1,0,0,BENIGN
192.168.10.17,42412,192.168.10.3,53,17,07/07/2017 03:37,163,2,2,64,176,1472392.638,24539.8773,0,0,0,0,64,64,12269.93865,12269.93865,32,88,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,53659,192.168.10.50,80,6,07/07/2017 03:57,70140229,8,5,56,11607,166.2811794,0.185342993,0,0,0,0,172,112,0.114057227,0.071285767,0,10135,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,19215,192.168.10.50,80,6,07/07/2017 04:00,32350,3,6,26,11601,359412.6739,278.2071097,0,0,0,0,72,132,92.73570325,185.4714065,0,5840,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,62053,192.168.10.50,80,6,07/07/2017 04:14,5166884,5,0,30,0,5.806207378,0.96770123,0,0,0,0,100,0,0.96770123,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,20920,192.168.10.50,80,6,07/07/2017 04:01,1007641,3,6,26,11601,11538.83179,8.931752479,0,0,0,0,72,132,2.977250826,5.954501653,0,4380,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,16378,192.168.10.50,80,6,07/07/2017 03:58,668396,3,5,26,11607,17404.35311,11.96895254,0,0,0,0,72,112,4.488357201,7.480595336,0,7215,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,26440,192.168.10.50,80,6,07/07/2017 04:05,2595944,4,0,24,0,9.24519173,1.540865288,0,0,0,0,80,0,1.540865288,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.3,62315,192.168.10.1,53,17,07/07/2017 03:51,100702,1,1,46,133,1777.521797,19.86057874,0,0,0,0,32,20,9.930289369,9.930289369,46,133,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15,58174,204.154.111.112,443,6,07/07/2017 03:38,5106064,7,7,352,5200,1087.334589,2.74183794,0,0,0,0,152,144,1.37091897,1.37091897,0,1955,0,0,0,1,0,0,0,0,BENIGN
